         4161579 function calls (4142587 primitive calls) in 1.701 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/ast.py:79(_convert)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:601(expansion)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:70(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:522(__init__)
       15    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:316(expr)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:319(decode)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:318(_regexp_has_newline)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:97(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:359(make_lexer_state)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/grammar_analysis.py:146(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/encodings/__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/copyreg.py:103(_slotnames)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parser_frontends.py:109(get_frontend)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:620(expr)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parser_frontends.py:122(_get_lexer_callbacks)
       30    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:259(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       41    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       30    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/common.py:30(<dictcomp>)
       25    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:15(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:178(new_borrow_pos)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:191(_collect_type_vars)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lark.py:209(__setattr__)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1203(<genexpr>)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:552(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
       11    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       38    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:76(max_width)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:593(_make_joined_pattern)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:72(min_width)
        1    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/workbook.py:52(__init__)
        1    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1130(_ignore)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:307(<dictcomp>)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:411(expansion)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1151(_unpack_import)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:390(<setcomp>)
        5    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:41(_get_sep)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:785(<lambda>)
       27    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:382(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/common.py:60(__init__)
       13    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1065(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_parser.py:75(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:152(__mul__)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:597(pattern)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:496(__init__)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:640(value)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:288(<setcomp>)
        5    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:749(__eq__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:618(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lark.py:387(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:79(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/importlib/util.py:73(find_spec)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:248(__mul__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1273(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:32(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:276(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parse_tree_builder.py:77(make_propagate_positions)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/exceptions.py:19(assert_config)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:203(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:198(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:773(<setcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_parser.py:89(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:376(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/xearley.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:425(<setcomp>)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1046(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:526(lex)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:408(expansions)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:128(_type_convert)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/visitors.py:240(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:720(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:206(_check_generic)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:414(alias)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:391(alias)
        5    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:662(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/workbook.py:454(_get_sheet_index)
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/lexer.py:332(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_parser.py:161(__init__)
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:742(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parser_frontends.py:31(__init__)
        1    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/tbarrett/dev/spreadsheet/sheets/spreadsheet.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:478(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1005(_get_mangle)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/load_grammar.py:1263(rule_dependencies)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:292(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:379(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.9/site-packages/lark/parsers/lalr_analysis.py:80(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.9/3.9.10/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:202(<listcomp>)


